 #r   AErefrv      Krveff      Har    vxc    Unscreened  Ktvt
   0.0000000E+00  -9.4000000E+01   0.0000000E+00   0.0000000E+00  -0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5251509E-06  -9.3998830E+01   0.0000000E+00   6.5468853E-05  -1.1985046E-05  -5.3483808E-05   0.0000000E+00   0.0000000E+00
   7.0958227E-06  -9.3997651E+01   0.0000000E+00   1.3178312E-04  -2.4124856E-05  -1.0765826E-04   0.0000000E+00   0.0000000E+00
   1.0712603E-05  -9.3996528E+01   0.0000000E+00   1.9895371E-04  -3.6421430E-05  -1.6253228E-04   0.0000000E+00   0.0000000E+00
   1.4376087E-05  -9.3995473E+01   0.0000000E+00   2.6699168E-04  -4.8876791E-05  -2.1811489E-04   0.0000000E+00   0.0000000E+00
   1.8086879E-05  -9.3994558E+01   0.0000000E+00   3.3590824E-04  -6.1492990E-05  -2.7441525E-04   0.0000000E+00   0.0000000E+00
   2.1845589E-05  -9.3993796E+01   0.0000000E+00   4.0571473E-04  -7.4272104E-05  -3.3144262E-04   0.0000000E+00   0.0000000E+00
   2.5652835E-05  -9.3993206E+01   0.0000000E+00   4.7642264E-04  -8.7216237E-05  -3.8920640E-04   0.0000000E+00   0.0000000E+00
   2.9509245E-05  -9.3992822E+01   0.0000000E+00   5.4804361E-04  -1.0032752E-04  -4.4771609E-04   0.0000000E+00   0.0000000E+00
   3.3415453E-05  -9.3992658E+01   0.0000000E+00   6.2058943E-04  -1.1360811E-04  -5.0698132E-04   0.0000000E+00   0.0000000E+00
   3.7372103E-05  -9.3992726E+01   0.0000000E+00   6.9407205E-04  -1.2706019E-04  -5.6701186E-04   0.0000000E+00   0.0000000E+00
   4.1379846E-05  -9.3993039E+01   0.0000000E+00   7.6850357E-04  -1.4068599E-04  -6.2781758E-04   0.0000000E+00   0.0000000E+00
   4.5439341E-05  -9.3993598E+01   0.0000000E+00   8.4389622E-04  -1.5448773E-04  -6.8940849E-04   0.0000000E+00   0.0000000E+00
   4.9551257E-05  -9.3994405E+01   0.0000000E+00   9.2026244E-04  -1.6846770E-04  -7.5179474E-04   0.0000000E+00   0.0000000E+00
   5.3716271E-05  -9.3995456E+01   0.0000000E+00   9.9761478E-04  -1.8262820E-04  -8.1498659E-04   0.0000000E+00   0.0000000E+00
   5.7935068E-05  -9.3996742E+01   0.0000000E+00   1.0759660E-03  -1.9697155E-04  -8.7899444E-04   0.0000000E+00   0.0000000E+00
   6.2208344E-05  -9.3998250E+01   0.0000000E+00   1.1553290E-03  -2.1150012E-04  -9.4382884E-04   0.0000000E+00   0.0000000E+00
   6.6536801E-05  -9.3999964E+01   0.0000000E+00   1.2357168E-03  -2.2621630E-04  -1.0095005E-03   0.0000000E+00   0.0000000E+00
   7.0921151E-05  -9.4001866E+01   0.0000000E+00   1.3171426E-03  -2.4112251E-04  -1.0760201E-03   0.0000000E+00   0.0000000E+00
   7.5362118E-05  -9.4003932E+01   0.0000000E+00   1.3996199E-03  -2.5622121E-04  -1.1433987E-03   0.0000000E+00   0.0000000E+00
   7.9860432E-05  -9.4006140E+01   0.0000000E+00   1.4831623E-03  -2.7151488E-04  -1.2116474E-03   0.0000000E+00   0.0000000E+00
   8.4416833E-05  -9.4008463E+01   0.0000000E+00   1.5677834E-03  -2.8700604E-04  -1.2807774E-03   0.0000000E+00   0.0000000E+00
