 #r   AErefrv      Krveff      Har    vxc    Unscreened  Ktvt
   0.0000000E+00  -1.0000000E+01   0.0000000E+00   0.0000000E+00  -0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6027965E-05  -1.0068512E+01   0.0000000E+00   6.0094281E-05  -1.4089007E-05  -4.6005274E-05   0.0000000E+00   0.0000000E+00
   3.2199734E-05  -1.0135947E+01   0.0000000E+00   1.2072773E-04  -2.8304421E-05  -9.2423312E-05   0.0000000E+00   0.0000000E+00
   4.8516598E-05  -1.0141523E+01   0.0000000E+00   1.8190520E-04  -4.2647379E-05  -1.3925782E-04   0.0000000E+00   0.0000000E+00
   6.4979859E-05  -1.0124372E+01   0.0000000E+00   2.4363155E-04  -5.7119022E-05  -1.8651253E-04   0.0000000E+00   0.0000000E+00
   8.1590831E-05  -1.0114642E+01   0.0000000E+00   3.0591172E-04  -7.1720507E-05  -2.3419121E-04   0.0000000E+00   0.0000000E+00
   9.8350837E-05  -1.0105730E+01   0.0000000E+00   3.6875068E-04  -8.6452997E-05  -2.8229768E-04   0.0000000E+00   0.0000000E+00
   1.1526122E-04  -1.0098606E+01   0.0000000E+00   4.3215343E-04  -1.0131767E-04  -3.3083576E-04   0.0000000E+00   0.0000000E+00
   1.3232332E-04  -1.0093037E+01   0.0000000E+00   4.9612504E-04  -1.1631571E-04  -3.7980933E-04   0.0000000E+00   0.0000000E+00
   1.4953850E-04  -1.0088413E+01   0.0000000E+00   5.6067061E-04  -1.3144831E-04  -4.2922230E-04   0.0000000E+00   0.0000000E+00
   1.6690814E-04  -1.0084664E+01   0.0000000E+00   6.2579529E-04  -1.4671668E-04  -4.7907860E-04   0.0000000E+00   0.0000000E+00
   1.8443363E-04  -1.0081513E+01   0.0000000E+00   6.9150427E-04  -1.6212205E-04  -5.2938223E-04   0.0000000E+00   0.0000000E+00
   2.0211635E-04  -1.0078833E+01   0.0000000E+00   7.5780281E-04  -1.7766563E-04  -5.8013718E-04   0.0000000E+00   0.0000000E+00
   2.1995773E-04  -1.0076521E+01   0.0000000E+00   8.2469618E-04  -1.9334867E-04  -6.3134751E-04   0.0000000E+00   0.0000000E+00
   2.3795918E-04  -1.0074499E+01   0.0000000E+00   8.9218973E-04  -2.0917242E-04  -6.8301731E-04   0.0000000E+00   0.0000000E+00
   2.5612214E-04  -1.0072710E+01   0.0000000E+00   9.6028883E-04  -2.2513814E-04  -7.3515070E-04   0.0000000E+00   0.0000000E+00
   2.7444806E-04  -1.0071111E+01   0.0000000E+00   1.0289989E-03  -2.4124710E-04  -7.8775183E-04   0.0000000E+00   0.0000000E+00
   2.9293840E-04  -1.0069668E+01   0.0000000E+00   1.0983255E-03  -2.5750060E-04  -8.4082491E-04   0.0000000E+00   0.0000000E+00
   3.1159464E-04  -1.0068355E+01   0.0000000E+00   1.1682741E-03  -2.7389992E-04  -8.9437416E-04   0.0000000E+00   0.0000000E+00
   3.3041827E-04  -1.0067151E+01   0.0000000E+00   1.2388503E-03  -2.9044638E-04  -9.4840387E-04   0.0000000E+00   0.0000000E+00
   3.4941078E-04  -1.0066039E+01   0.0000000E+00   1.3100596E-03  -3.0714130E-04  -1.0029183E-03   0.0000000E+00   0.0000000E+00
   3.6857370E-04  -1.0065006E+01   0.0000000E+00   1.3819079E-03  -3.2398600E-04  -1.0579219E-03   0.0000000E+00   0.0000000E+00
   3.8790855E-04  -1.0064040E+01   0.0000000E+00   1.4544008E-03  -3.4098183E-04  -1.1134190E-03   0.0000000E+00   0.0000000E+00
   4.0741687E-04  -1.0063133E+01   0.0000000E+00   1.5275442E-03  -3.5813015E-04  -1.1694140E-03   0.0000000E+00   0.0000000E+00
   4.2710023E-04  -1.0062276E+01   0.0000000E+00   1.6013437E-03  -3.7543233E-04  -1.2259114E-03   0.0000000E+00   0.0000000E+00
   4.4696018E-04  -1.0061464E+01   0.0000000E+00   1.6758054E-03  -3.9288974E-04  -1.2829157E-03   0.0000000E+00   0.0000000E+00
   4.6699833E-04  -1.0060690E+01   0.0000000E+00   1.7509352E-03  -4.1050378E-04  -1.3404315E-03   0.0000000E+00   0.0000000E+00
   4.8721625E-04  -1.0059950E+01   0.0000000E+00   1.8267391E-03  -4.2827585E-04  -1.3984632E-03   0.0000000E+00   0.0000000E+00
   5.0761558E-04  -1.0059241E+01   0.0000000E+00   1.9032231E-03  -4.4620738E-04  -1.4570157E-03   0.0000000E+00   0.0000000E+00
   5.2819792E-04  -1.0058558E+01   0.0000000E+00   1.9803933E-03  -4.6429978E-04  -1.5160935E-03   0.0000000E+00   0.0000000E+00
   5.4896494E-04  -1.0057899E+01   0.0000000E+00   2.0582559E-03  -4.8255452E-04  -1.5757014E-03   0.0000000E+00   0.0000000E+00
   5.6991828E-04  -1.0057262E+01   0.0000000E+00   2.1368171E-03  -5.0097303E-04  -1.6358440E-03   0.0000000E+00   0.0000000E+00
   5.9105962E-04  -1.0056643E+01   0.0000000E+00   2.2160831E-03  -5.1955679E-04  -1.6965263E-03   0.0000000E+00   0.0000000E+00
   6.1239063E-04  -1.0056040E+01   0.0000000E+00   2.2960603E-03  -5.3830729E-04  -1.7577530E-03   0.0000000E+00   0.0000000E+00
   6.3391304E-04  -1.0055453E+01   0.0000000E+00   2.3767551E-03  -5.5722601E-04  -1.8195291E-03   0.0000000E+00   0.0000000E+00
   6.5562854E-04  -1.0054880E+01   0.0000000E+00   2.4581739E-03  -5.7631448E-04  -1.8818594E-03   0.0000000E+00   0.0000000E+00
   6.7753888E-04  -1.0054318E+01   0.0000000E+00   2.5403232E-03  -5.9557420E-04  -1.9447490E-03   0.0000000E+00   0.0000000E+00
   6.9964580E-04  -1.0053768E+01   0.0000000E+00   2.6232095E-03  -6.1500672E-04  -2.0082028E-03   0.0000000E+00   0.0000000E+00
   7.2195106E-04  -1.0053227E+01   0.0000000E+00   2.7068395E-03  -6.3461359E-04  -2.0722259E-03   0.0000000E+00   0.0000000E+00
   7.4445645E-04  -1.0052695E+01   0.0000000E+00   2.7912199E-03  -6.5439638E-04  -2.1368235E-03   0.0000000E+00   0.0000000E+00
   7.6716376E-04  -1.0052170E+01   0.0000000E+00   2.8763573E-03  -6.7435665E-04  -2.2020006E-03   0.0000000E+00   0.0000000E+00
   7.9007481E-04  -1.0051653E+01   0.0000000E+00   2.9622586E-03  -6.9449600E-04  -2.2677626E-03   0.0000000E+00   0.0000000E+00
   8.1319141E-04  -1.0051142E+01   0.0000000E+00   3.0489305E-03  -7.1481604E-04  -2.3341145E-03   0.0000000E+00   0.0000000E+00
   8.3651542E-04  -1.0050637E+01   0.0000000E+00   3.1363802E-03  -7.3531840E-04  -2.4010618E-03   0.0000000E+00   0.0000000E+00
   8.6004870E-04  -1.0050137E+01   0.0000000E+00   3.2246144E-03  -7.5600469E-04  -2.4686097E-03   0.0000000E+00   0.0000000E+00
   8.8379312E-04  -1.0049641E+01   0.0000000E+00   3.3136403E-03  -7.7687659E-04  -2.5367637E-03   0.0000000E+00   0.0000000E+00
   9.0775057E-04  -1.0049149E+01   0.0000000E+00   3.4034649E-03  -7.9793574E-04  -2.6055291E-03   0.0000000E+00   0.0000000E+00
   9.3192298E-04  -1.0048660E+01   0.0000000E+00   3.4940954E-03  -8.1918383E-04  -2.6749116E-03   0.0000000E+00   0.0000000E+00
   9.5631226E-04  -1.0048175E+01   0.0000000E+00   3.5855391E-03  -8.4062256E-04  -2.7449165E-03   0.0000000E+00   0.0000000E+00
   9.8092036E-04  -1.0047692E+01   0.0000000E+00   3.6778032E-03  -8.6225364E-04  -2.8155496E-03   0.0000000E+00   0.0000000E+00
   1.0057493E-03  -1.0047211E+01   0.0000000E+00   3.7708952E-03  -8.8407878E-04  -2.8868164E-03   0.0000000E+00   0.0000000E+00
   1.0308009E-03  -1.0046732E+01   0.0000000E+00   3.8648223E-03  -9.0609974E-04  -2.9587226E-03   0.0000000E+00   0.0000000E+00
   1.0560773E-03  -1.0046255E+01   0.0000000E+00   3.9595922E-03  -9.2831826E-04  -3.0312739E-03   0.0000000E+00   0.0000000E+00
   1.0815806E-03  -1.0045778E+01   0.0000000E+00   4.0552124E-03  -9.5073613E-04  -3.1044762E-03   0.0000000E+00   0.0000000E+00
   1.1073126E-03  -1.0045303E+01   0.0000000E+00   4.1516904E-03  -9.7335513E-04  -3.1783353E-03   0.0000000E+00   0.0000000E+00
   1.1332755E-03  -1.0044829E+01   0.0000000E+00   4.2490341E-03  -9.9617706E-04  -3.2528571E-03   0.0000000E+00   0.0000000E+00
